"","species1","species2","species3","species4","species5","species6","species7","species8","species9","species10","species11","species12","species13","species14","species15","species16","species17","species18","species19","species20","species21","species22","species23","species24","species25","species26","species27","species28","species29","species30","species31","species32","species33","species34","species35","species36","species37","species38","species39","species40","species41","species42","species43","species44","species45","species46","species47","species48","species49","species50","species51","species52","species53","species54","species55","species56","species57","species58","species59","species60","species61","species62","species63","species64","species65","species66","species67","species68","species69","species70","species71","species72","species73","species74","species75","species76","species77","species78","species79","species80","species81","species82","species83","species84","species85","species86","species87","species88","species89","species90"
"alp35",135.870906530921,138.529915112527,139.435820067452,137.94945098696,138.083555235,137.324724746648,135.377634407605,139.646436901163,138.317317010626,137.352497295381,137.133196082198,137.975438198786,136.122743418712,137.197915882461,136.465427295267,138.462552882098,140.363450958156,137.752205359758,137.132594588691,135.859271297347,136.681255432478,138.296198340926,137.589486407939,137.530005198367,139.253870972299,138.315843950691,137.212301852082,137.839887612203,137.925191644575,136.865996565696,136.247746149834,137.195010606606,135.036733321229,134.773849964077,134.697015101197,134.948802910961,135.198312870524,136.921310730322,135.410587970199,134.423835696417,135.171669051989,136.013832983631,137.182370487482,133.116554106692,134.952947773381,132.536838537697,135.236125741157,134.922800899323,133.962450080617,135.06892220281,133.783989994216,135.784360295335,135.422595954552,135.382047252376,135.03761978407,138.368181256692,133.797236029822,134.52994832926,133.793380081638,135.36986467571,135.73971822527,134.740905116829,134.79931945699,134.579538857303,133.61039220175,135.107152296486,135.606054834029,135.420611122553,134.427464801636,135.280371544553,133.340567123426,134.108409315005,134.522211214793,135.118025933313,136.292522104571,135.695465666974,133.959275389282,135.13398065934,136.029408776091,135.552181044006,134.75350071054,134.760975747613,136.275990330289,133.814327398315,134.476312425384,134.952089330385,133.005990350956,135.767725376897,136.639932700936,134.12988183737
"alp36",136.332380737906,137.243394794908,136.606415560833,136.120405438186,138.095462392065,137.020590849346,138.308648196597,137.193533371583,138.532160661725,137.16446032313,137.414606160736,137.015717086161,137.194705237445,137.104639483399,137.877241141049,137.605559224928,136.888042861916,137.7230999914,136.391123561588,135.761096430716,136.903839869277,137.38691291647,136.631344618242,138.159902677407,137.157575145769,136.267465063567,137.462777224019,137.073929739164,136.511553708311,137.269827054394,132.919616569606,135.142988911696,136.214863561832,134.762584212522,134.643367849164,134.801275683406,134.080262911955,136.169357572826,134.611274336661,135.335415057851,135.135509703515,134.413514660469,135.569167388483,135.100205215186,133.384398824225,134.651052931209,134.578621949462,135.847256436653,135.696786759118,136.676404576042,134.401976186855,136.3005772441,134.268369810664,135.546197577951,134.270413381873,133.674486618764,134.864739205453,135.078508021078,134.481212409895,133.980952622151,135.60855224176,134.710996569224,133.834259875504,133.960380694994,134.487039499347,135.002864272562,135.080452439854,135.768084124186,134.472289266132,134.721241449058,135.668706464994,134.576136566019,136.03033598045,135.234002153637,135.608610023799,135.966026782491,134.253265783043,135.389795802081,133.903041431214,133.182339480119,135.122421308923,135.011805505374,135.540955214608,135.81976433325,134.192794167958,133.661378529886,136.438751242438,134.585467490584,134.004922138961,135.854414871487
"alp37",135.319960351051,137.795377408901,138.925410187799,138.439748277944,137.149484915852,136.784780828277,136.131042546563,136.233748765132,136.704018507623,136.826933880423,138.921448649044,136.25998225371,137.578889628501,137.881486332428,138.654667055983,137.756184685152,137.823546117291,139.75357718799,136.917016435437,137.23430089682,137.293626371949,137.091535397534,137.086410407869,138.3643766736,137.326535186733,137.831610055478,137.207237557266,136.35536394892,136.901580463947,139.776750271849,135.714103628192,135.584589775999,133.914330650953,134.586490754232,136.364153244601,133.805291946725,135.062535586944,134.544681528967,134.120872701273,136.495242278742,136.212876724413,135.173620087199,135.550826713687,133.161930033013,136.331754418602,136.624853610261,134.162510103782,136.0884887095,133.878887251063,134.356180159712,133.881900174758,133.62213862145,135.94250377039,133.821126910599,134.972820779546,134.487739262641,134.2039505342,133.883081303272,135.012953934849,136.094891669131,133.353983843499,134.81524669774,136.34734120909,135.258099575359,136.421533310928,136.062708806514,134.783703863049,135.931186274595,134.849090415429,136.117168591354,135.841078096656,137.465121073194,136.056842670818,134.507915811562,134.482758534557,133.500441004948,133.740322160216,138.848623289564,135.371762548227,135.585655594911,133.484866585376,133.601187030021,134.312835736608,134.581798830179,135.902429282731,135.342694394585,135.980964641678,133.381511625129,136.625359129268,136.205917645136
"alp38",136.1590068079,137.450261045301,138.659262576949,137.146256813806,138.011300835432,138.760940125707,138.643316570434,137.893516067066,137.686356214254,136.549971608743,136.188467774061,137.730432502472,137.289206865705,137.689512050942,137.115676460433,136.092825088963,137.625277707066,137.072035684297,137.525178501871,138.253353024851,138.947923468903,137.105023558975,137.664937219463,138.530662496222,137.416722499204,137.923162488391,137.204011097376,135.689465578887,137.093029430916,136.882988687444,134.541803885715,136.323405731817,134.448334828168,134.887841520435,136.220229856996,135.603409111129,135.864895429584,135.281526925689,134.672835503233,134.990980053911,135.124588554836,135.817336813347,134.23142415491,135.926459709115,134.468929190528,134.430116306486,135.411872476824,134.466062183982,135.240836892759,133.354186375676,136.389662490043,133.522783933885,135.846753970174,136.131552373255,134.78436097628,135.801016831749,133.972913966721,132.84175793646,135.276815154447,136.189462983879,135.954654610993,135.113140263686,136.13791493049,135.695984376972,134.270079411309,136.194679177434,133.487956584787,134.507745320023,133.934423558168,135.919850634813,134.609289462712,134.594091028257,135.885547572175,133.610832064284,135.723575748074,135.450011141488,135.883001813912,135.128201862633,135.447192812262,136.483091278023,135.924874427105,135.114841875973,133.031551485037,134.364077357194,134.625360597642,134.43485569815,134.932127868468,133.927895875336,137.059669038648,135.124273652355
"alp39",137.205706141236,139.003919877014,136.71071799764,137.798178831404,136.380473211025,137.959437576443,137.752209796771,137.576765380215,136.435970695443,135.66583382339,135.622710918579,138.057652572571,138.488903187667,138.51675910335,137.108661336724,138.341287337443,136.025148125707,138.454463541845,136.706332607975,135.383810401054,137.321374565636,138.009281941586,137.762401884462,136.641941653595,137.50724568399,136.052822931607,136.193246025215,137.364251771383,136.928205360096,138.286815443531,136.283829899488,135.267486146739,134.681303464049,134.015328324854,136.397275042588,135.530720187013,134.261358881125,134.972011982314,134.716080528943,134.211473502874,133.801350399414,136.465717080066,135.911216851024,134.139051124584,135.947936973594,133.958618621147,135.073621835407,133.533568075035,135.74623404881,134.761530788317,134.107958920807,133.776148516937,135.460512127252,134.077742253772,134.672871361296,137.147949425938,133.82484064926,135.505614561084,137.550093402903,135.301546913075,136.645932333189,134.769606302101,133.727684929463,133.340362217986,134.7048187573,133.29685983651,133.294708167339,134.722524715774,135.821414981768,134.656016777605,135.14243790859,134.842926346433,135.007966690335,134.88767336316,134.214158056247,134.836226493792,135.102319402944,135.214895353809,135.665634894566,136.064777770595,134.49030785143,134.177344163528,136.501648014444,135.947083387136,135.358430109813,135.062286497505,135.15768840638,133.829371937589,134.115190048468,135.82789855507
"alp40",137.034102459594,136.744392963248,136.767832042893,137.326544659692,136.474374745785,138.400261921416,138.073879880803,136.966623062622,136.184524756809,136.886416409153,138.346045191726,137.845610244558,137.623890483132,137.025997357219,137.046872149877,137.013805237312,135.855528915532,138.518629014322,137.798174252561,135.87768701679,137.277469620461,138.680159766997,138.037448065043,136.573454968626,136.577313128749,135.737594803003,137.694973791162,135.792881669193,137.1815627732,137.546338856875,135.135326245256,134.975108537147,135.549142358544,136.370211331952,134.499252009535,135.06481367258,133.673453007727,134.559846877942,134.953113240823,133.206617991455,137.152022695484,135.563397593295,134.917818175346,133.799507315243,134.392366069822,135.197304211513,136.088577701791,135.618296027073,136.532041311661,133.975472366235,137.193317656903,134.905022658338,135.137418703124,134.785203644533,134.466485036329,135.318761732441,135.328824327643,134.059156794616,135.375074180071,134.036558591838,134.049546316924,136.790655071146,136.473556515508,135.694279517845,134.844616981118,136.400523245272,137.582102737931,134.129112869177,135.125531353044,133.802082023355,135.837916202831,133.851243518787,137.157518500696,135.37868840545,135.990295100701,135.325673116566,136.196174359886,135.028200612356,133.427523533657,135.373132508937,136.370978757883,136.603993647715,134.336562938033,134.692757934525,133.652624296093,136.252165861915,135.255323806847,133.032893493378,134.343448116008,133.279147741308
"alp41",138.949496265287,136.50409675905,135.767430454261,137.98636913306,138.03021932685,137.126858115366,138.709115857118,138.209730779704,135.734193918006,136.546548846347,137.82587326947,137.32718382863,137.941823081235,135.672047945891,136.628977249467,137.16971611769,136.137158816747,139.355593225876,138.645398540191,137.709757615805,139.504785924399,136.444490247277,136.435940725392,137.018940160526,137.01702752674,138.468739241272,137.780281686968,137.80192653126,136.65592738072,137.309900416255,135.215454144061,134.77958786604,137.392085790609,136.888959637685,136.404844477888,133.608341910145,133.816902757117,134.624456604536,135.125623231091,134.621276624196,135.689986128501,134.084280440534,134.072057553721,135.814565098013,132.834663596067,135.445243353107,135.802655784392,135.672088064276,135.815355439748,135.821045698938,135.449461769885,133.950979928484,134.592445728208,136.532877128771,134.03801117817,136.123816869162,135.394261086499,134.765753358907,134.812588281683,134.838038587953,133.64097358716,135.495424581214,135.101814085694,134.740511790688,135.189928146323,136.025586835926,134.909767310826,135.605774825465,133.882144333049,135.441619206054,137.603579527547,134.540896464863,133.896845683964,137.233962736415,134.125535337984,136.857733959246,135.440844209828,136.415935347704,133.600118913628,136.554005743223,136.192142430731,135.240709301181,135.791322306896,134.740283922098,135.37787553413,135.418513586905,134.174757090588,133.48400052188,135.846282739525,135.700939080914
"alp42",136.431357276325,137.332348295302,139.739426743391,136.159373116161,137.78249312338,134.803775669548,138.424814806483,137.160064795631,137.61583355556,134.869470564173,138.165214955769,136.589370444011,138.853369169538,137.689509501206,136.522354313575,135.516111695333,137.43600140115,136.864100712361,135.760622816275,137.124006785496,137.456280741824,136.084928205782,138.042288977231,137.250880783523,136.85135658497,137.766858832657,137.618312562544,136.881829517465,136.292827525926,138.968761422002,133.626074069277,133.966785045893,132.946919206117,134.267053562022,134.248812809411,134.176725075139,135.124545727664,136.298812954646,133.860871449795,136.055544841582,135.377901139507,134.723386081568,136.039317809222,135.01658638309,134.111492841313,133.681606121309,135.360402327487,134.840692087607,134.314124222247,134.1331927617,134.484686342031,135.218011926834,136.01423934162,133.353305885977,134.792267208726,134.044244184851,134.524007681121,132.912369557868,133.124012965432,134.930676302533,135.068590937866,133.055450808603,134.648880186585,133.78616796879,134.210822160083,136.424104559951,135.38523294084,135.651423559807,136.51717029482,133.826000709167,135.083680185673,135.466069805993,134.776642715042,134.898756715928,134.758791762635,133.874156510053,134.317514069179,135.861494600849,136.267311712653,137.190486858398,135.638965467125,135.063906818182,135.162977397487,135.78299434094,136.523902284975,135.603618252104,134.990364694582,135.759060851719,135.22512320988,134.050038895448
"alp43",136.644635366262,137.565478422787,140.132478367072,138.763863655512,137.007374179263,137.141772097206,137.902059770584,137.907198312285,135.413991727344,138.451143288313,136.752312810482,138.249053822192,137.421753124856,139.063802489874,137.118781136846,136.426455801126,137.828097367357,138.603923176047,137.235223206486,136.874406683659,136.997663144608,138.418006564105,138.423219925414,139.313958079072,138.370902401842,139.014892939432,138.438501767969,137.885112089401,136.779860304626,136.73333630341,134.462583454318,134.408042634047,134.940621384461,134.304661543297,134.273442760437,134.373070141405,135.989835460933,135.235211260383,133.405465171261,133.188568282417,135.57421768336,134.628049720454,135.731510602607,136.255029575493,136.554547682842,136.808741109307,134.292521989234,135.849129661504,134.900493651611,134.867721322069,135.301743172018,136.027126178702,134.568066390533,134.814557306637,136.294137155739,134.275276686845,132.929262429853,135.269184219931,136.380423923934,135.711893075922,133.619975858315,135.005268804479,134.82320548469,134.915687885098,136.332056905762,134.471719772052,135.389593717732,134.84621915373,134.570260018956,134.226921642293,135.156593971575,136.034511252131,134.132604404634,133.281981409967,134.3115240983,136.01626659679,134.079728489369,133.439365747518,134.082966246215,133.232089192844,134.670438026206,135.623022796517,136.411732795852,135.451923685736,134.707568333483,136.080046034275,134.674189409229,135.341914272032,135.270324859266,133.433172690182
"alp44",137.219376998043,136.705813219618,139.316761205741,135.847347056936,138.843931418807,138.381534969456,137.262427734638,137.632493940053,137.792572167515,138.165304873463,137.937920083345,137.507189809103,136.65018318091,137.750969708053,136.969177926094,136.511873884242,136.938631942914,136.680279188201,139.22160975576,137.438997121813,137.77219200688,137.025760031924,138.755741690346,138.496190608139,139.686068618456,137.551985792124,139.557351157187,137.355252751665,138.297906181668,137.388791247802,134.855398523453,134.825682970982,135.328712898653,135.510939340039,134.952235916554,135.700460776816,134.098826827874,133.801951182583,136.628365966851,133.457851036283,137.218851324901,135.229269937894,135.149801981621,135.454044668963,134.454539473828,135.176747989755,135.580199925586,135.364885376332,136.517497095595,133.140420681863,133.869780200255,134.26535733994,135.1657843047,133.480650512374,135.368715150543,134.390421403547,134.612473433995,136.695375845579,134.793091624444,133.929478365925,135.568257514531,136.019514604691,137.006118916361,135.716748571774,138.780770160873,135.468283384791,134.469602099244,135.629756878582,135.993547506615,136.70224220465,134.448482126038,134.727159535015,133.803839862605,133.84592813972,136.273274479264,132.817706819024,137.657122594157,133.536376779136,136.821060930705,135.206294736172,134.641383632566,135.750176803876,136.245457270163,134.669408857786,134.919455261006,136.228052329661,135.209451665894,135.085803087169,133.724510847559,133.515125897701
"alp45",136.505659923704,136.320758438844,136.621795366819,135.740550497355,136.373389534558,137.656973693719,138.049319015901,137.555941926376,138.263850102216,138.241583793092,136.661986195136,136.596932238702,136.930625994256,138.144774240708,136.831157955637,138.202555094889,138.324010041706,137.05171696429,138.423400249833,137.383327886631,137.213548638796,137.568078240646,137.689764120357,137.199043938676,139.005714519277,136.719319476098,137.23617871243,138.768635296912,137.915006624078,136.476982261079,134.315420722057,135.206519492161,134.383898412527,135.647164652246,135.50920343412,134.839539453023,133.83195306482,135.250859026919,134.84530406493,135.090028185553,134.120614160854,134.289284127515,136.126533369555,136.115675951938,134.56785551312,134.598637141501,135.670637922023,134.896495665389,135.626657071974,134.481932952125,134.06201907535,135.151104871274,136.347359661256,136.001939681164,134.325054341556,134.812757446955,135.661887210444,135.115340762847,136.452420997299,135.550112389797,133.666706077092,133.693163787849,134.718494158283,134.683186192244,134.787653581938,135.621397573984,134.803876735711,135.788824329459,136.400933635702,135.789433532059,134.344843787321,134.984066258319,133.758162864522,135.166899565508,135.300843888215,135.733345843797,135.92402739533,133.744662915565,135.011698741552,133.548706563631,136.069536248629,135.178062355383,135.414821343233,134.354257861598,137.420340646822,133.90112107932,136.312961439843,135.490570624412,134.305303157777,136.044323686647
"alp46",136.531485682128,137.72089260372,136.873443783206,138.615423541784,138.27471904614,137.997917991155,136.676737194604,136.487778941938,137.575924661097,138.019405677,138.531673371607,137.574926844546,136.825881012116,136.308378713468,138.622452552658,136.407320309072,135.939403090843,138.773742215202,136.053361601379,138.276732620811,137.448274579504,137.165226584428,137.478579565809,139.160385777488,137.286640750316,138.016392262941,138.177325021463,138.39634125714,138.055954534551,138.656955364054,133.977257747968,134.93707289328,135.137088826124,134.606521863293,134.201099606273,134.935082885159,136.230084665009,135.686731579102,137.087225232709,136.588861456997,134.104994674277,134.384725344947,134.193812300617,133.628316055212,132.979513617896,136.234117845822,135.788694220343,132.891264291543,133.734632074633,134.490450524953,134.127243144449,134.873583432739,135.914496567993,135.503458593263,135.002919398696,134.90926205107,135.003940595703,134.394755225264,135.51234314697,134.422726169746,134.803603648923,135.267752882549,134.985433829639,136.481716422256,133.153494941317,134.92790277932,134.124040730469,133.520861164626,133.453265381858,134.189009385285,135.603658435438,136.765951019055,135.670665250449,135.366316345301,134.659554911956,136.405380729839,136.293563906333,134.361679525397,134.708618552801,135.310439979486,134.547590609603,136.777049271124,135.53902669832,135.733758806207,135.914290010575,134.473605696307,134.762130418394,136.524425065674,135.545118931758,135.616340983997
"sub1",134.302012060928,137.217158122346,135.157048814871,136.648343154593,134.175460948129,134.906083632284,134.420143320426,134.564439834731,135.832163165526,136.466696152032,134.531483911333,134.640594449369,134.623801210756,133.787261186788,135.523833886059,135.068143389395,136.605394019496,135.888872709217,134.69774004916,134.191555966014,134.842976082647,134.512887811977,133.54909818008,135.673659271684,134.671133998673,135.245850531287,135.366195117142,134.87286334885,135.764269457487,136.256058984168,137.644156821909,137.68562448009,138.276424335147,136.479406437352,137.106600576276,136.764783709593,137.450814353064,136.822330508692,137.602237323361,138.269908836289,138.433138571898,139.473475326288,136.247231917574,138.386815476022,136.644489476699,136.829644503455,138.739597424064,135.484729368685,136.925518208337,136.648437048966,138.364868224173,136.139430237624,136.672919360748,139.901954080935,136.716545522645,137.540583896302,137.627865850215,137.021457590152,137.254759522385,137.00755601464,134.752347913083,136.688663134619,135.165897851842,136.153017255831,135.938194442489,133.300873881243,133.151240461505,133.89025241574,135.809714846456,134.762617087375,136.082881632844,135.793372927016,135.665919738858,135.120554683623,132.539758080885,133.028223809582,135.868511676587,135.057777293608,133.977129560661,134.349354559761,133.912364380362,135.452363025184,135.201687564851,133.776325073372,135.290772093215,133.381309781168,134.433784676296,134.126821046462,135.290635771471,136.370343863503
"sub2",133.715146144276,133.212566024222,135.152172118421,136.026931215361,134.668969918392,135.353011870131,134.888036072088,135.898760115814,135.164419506163,135.016879545586,134.061597043471,135.019866493158,135.039841248987,135.656235707804,134.049700859619,136.557976110309,134.493198767693,136.667668703962,134.305740313026,135.159126258253,134.876121197701,135.221161527481,134.495383341948,134.820171539844,135.694357005471,135.747284152154,135.072908735101,135.593433713331,136.070763987998,135.247564521492,139.800695988377,137.145172390856,138.31576689438,137.248856086634,137.265087444895,137.709281790053,137.101731703439,137.965072428513,136.162662356247,136.4535948815,137.493515470451,138.433278451935,137.830505626576,135.425400592423,137.491356946309,136.620180516442,137.59114076351,137.634988446599,138.21503863507,137.421646032126,137.291711374515,138.167585092027,138.467965599554,136.332655689054,136.306749208223,137.17459125751,137.587059682262,137.133434892138,136.391732992321,138.690813045445,134.50534088785,133.659986295569,134.142914107885,135.653289848175,135.857014691715,135.388300322031,136.124339172154,134.159370521962,135.660393071525,137.127263598972,135.40416065733,134.318813453525,135.312895697272,136.372347442931,134.214674157094,134.858148750993,137.008184909374,134.993778243806,136.060043284932,134.173382396004,134.894267063807,135.566112526967,136.220687752383,135.785143013914,135.56005038489,134.458160831718,133.288277588536,135.486893450622,137.616395016569,136.837580509007
"sub3",135.989959013743,133.835558862998,135.733546884697,135.103238935764,134.400359443835,133.675595471476,135.842935885236,134.137989380609,134.789092352262,136.357646242839,134.27373930375,133.608241866289,134.018239560063,134.012267460293,135.819910907496,135.352918765227,135.433725671293,135.28038752147,134.652907475792,135.406676924435,136.197392654662,135.994016534382,134.708961187204,135.617922025034,135.717010681796,134.784304202426,134.104303407069,133.997856485426,136.545975938255,134.390538221438,137.574858910534,137.403219137969,137.513966681638,135.700049628241,136.743838838612,137.652109655417,137.917214787314,137.025420711199,136.735438961416,137.156544794852,137.400712017295,139.154027786839,138.082598868546,137.413592529774,137.100377378269,138.644575292661,135.796549500642,137.143577420987,139.264073184856,136.999363336994,136.78661761547,136.871670390626,137.001679222895,136.372937221014,136.596939415716,136.985535569184,136.496565562641,138.15344350418,138.267112445545,137.423485922833,135.479282970485,135.729564023083,134.388844771749,135.153976275029,133.570528227575,134.541603780465,135.543660645654,135.80327988074,133.498080545862,133.104136585248,135.217816513099,134.337078150101,135.882782622035,134.960676087013,133.975743684179,134.476091761576,133.94403231221,133.717829228788,137.00423487089,135.123935691844,135.091759383372,134.224626318237,135.542991337468,138.07026271435,134.545385897936,136.445563647086,135.588361714188,135.932435537363,133.595330815477,135.224907913128
"sub4",135.111775833327,134.783605811958,134.105626493687,133.868014208469,135.259027943087,133.929461348498,135.810755361086,134.654399321879,136.129393364984,134.575907339148,136.626575199013,133.524052198241,135.714348233206,136.290543945148,134.315100369319,135.696966076599,135.107372646108,134.649853849111,136.232497708524,134.438500693731,134.147227394307,134.281336285417,134.682934814245,135.642584144613,136.007938245026,136.383136533941,136.757526360481,136.188221220261,133.61061237355,134.41043487335,137.629528729648,138.288411736466,137.64531613274,137.879686900085,137.718179365251,136.761956600309,137.806305178959,137.051491344954,136.431314982298,135.700941843775,137.07250584227,137.818678459637,136.770321091922,135.955663392214,136.233778045574,139.548855802045,138.08462025696,135.517009561907,137.817269577401,135.170740788129,137.992026226689,137.200177064002,136.850432991096,137.824592117696,137.221066045838,138.933696431313,137.740099759407,136.454050271029,137.435200701474,138.225969442351,137.140116934879,137.19138643416,133.72377081586,133.538172283142,135.431125179367,134.587733074295,135.008393345608,134.458799410784,136.179432969099,136.214808043778,136.235300644674,134.857947575328,134.945783758676,135.484561182944,135.18594021581,135.649864267516,134.590073418633,134.90829041576,134.572122188588,133.402798081712,135.680558410279,134.714013121081,133.630655499134,134.491953744092,136.110846186538,133.89233679441,135.087324706859,134.342970850467,134.028394063635,134.564465132631
"sub5",135.11420767136,135.65999097734,136.001915175023,134.190473294637,134.425118044702,135.674302199693,133.407510432317,135.882974030608,136.080665133485,135.350840695842,136.535637426042,134.659476825721,134.671838930571,136.614755398097,135.084204254906,134.922898619072,134.899773078236,135.152089052465,136.077703720304,134.925165766994,133.032447950292,134.21117471964,134.419458524704,136.829726963674,136.617834522843,134.970234431349,135.159525321009,134.557439318364,134.597237209276,134.956381235762,137.871522179049,138.48063362096,138.179827175299,139.210901094235,136.65409571745,136.725810563787,137.723247082053,136.788376690483,137.34139607399,138.013518981297,137.365999629851,136.741006313155,138.404091805253,137.164746689597,136.55743136025,138.683738793125,135.88629662953,136.789515581405,137.3351918691,138.153766887074,137.133953769876,137.10607696803,138.576864072885,139.368853883513,137.743152788575,137.53465623895,136.993313412624,138.179950992889,138.419045534039,138.578969100578,135.475271996163,135.685515658055,135.089177261194,135.14767186892,135.479274123141,132.808234506282,134.822848834634,135.247190518868,136.303536281103,136.113650539094,134.255147573836,134.224015824848,133.593185836208,135.799526242757,134.437864357123,134.630230099643,134.554566013434,136.039467774802,135.525535893229,134.147410376761,134.603013526071,136.51790804476,134.728559931357,135.763001205452,134.505940349832,135.084487840741,135.352920184951,134.48663125356,135.671369803873,135.627953843785
"sub6",136.698196523781,134.765443417802,133.915713678982,135.351874690948,133.912340164852,135.49854578823,133.744742836016,135.335007769135,134.536338133137,133.081234183839,134.740255973809,133.555945714436,133.796268397799,134.079587148373,135.333472027351,135.448941313925,136.779116776002,135.149967722847,136.488064225833,134.949474549716,134.479313545106,135.010681071432,134.435378787735,135.052880237772,134.594593896721,132.686659813848,133.242128006815,134.942996494324,136.155269523243,135.279663518269,137.110833117991,138.644231241806,138.73336595282,135.849252999237,136.803126728661,137.083098608489,137.91987259481,137.301829332621,137.269751781652,137.317680047387,136.650135439923,137.837010786417,137.038301953424,137.668268032638,136.980175287136,138.149148840603,138.063441571501,135.561526525315,138.471317114422,138.380627632419,136.65974874756,137.732394840803,138.205525796334,138.365292278909,139.120431877531,136.762908010126,137.889071845793,137.841251327969,136.319623587872,138.526580081546,134.590787442274,133.661152891185,136.516462889681,134.70444897447,136.171751186709,136.870400928111,136.025611026764,135.586938829041,134.784763764276,134.306911540621,135.257635384818,136.334758750716,134.434315992787,135.529613950549,133.469532498043,134.96826131137,135.429555255325,135.333072933592,133.505597214372,135.403325447701,134.535648893709,136.220252218815,136.538955167897,134.489899749332,134.551678662921,135.588666277471,132.679146918048,134.752893001843,132.465227447848,134.597348340945
"sub7",135.047845619454,135.179102854956,135.323716780801,134.688243276865,134.124161615554,135.436069230016,133.627867201155,134.110317592186,133.507578334814,135.699180365448,136.131524437087,135.331806777508,135.432570207293,134.306972200517,135.216033333792,133.027557079243,132.309165051396,134.280144660143,133.532898157634,134.40739380501,135.348470613636,134.298741473272,135.256375602167,135.328754864862,137.166404960938,134.859335061681,136.582601074826,136.155156890772,136.074199603402,135.699777259505,136.687296667,138.034735601218,136.649556527237,137.784733798387,139.796313150643,136.895218292109,138.808930581051,137.456043519265,137.737147913076,137.311072825349,137.426212717675,137.442494565138,138.527250571421,137.252880107971,136.230137519197,136.229542882454,136.882682889464,136.607276692046,136.328821647413,137.444916670314,138.778402521836,137.10866247874,139.100470130965,137.125657425754,137.529194383387,137.568081611517,139.004796231039,139.312012158521,136.927526082992,136.64668281761,135.516350054542,135.314657565982,134.830351439806,135.824779828059,133.538288472104,136.804298699175,136.937044922847,134.335049278436,136.087508863798,134.274991808628,135.044720220381,134.227769707446,136.115770741696,134.291253867323,134.037403859878,132.745595356074,133.986228927709,136.995832800162,137.112120442444,135.241561848626,133.793950288869,135.171405516094,136.33780515452,134.798773488271,135.517744767066,135.520435820566,134.28372057976,136.705736790146,134.299278154965,135.918767235237
"sub8",135.654862409887,134.09935668952,134.652297447057,135.102575623186,136.444019218839,134.846940332342,135.034536170449,137.490583780564,135.732673830905,136.108036738427,136.794622249166,135.232684307869,134.13112442609,139.332281855775,131.955718109333,135.318789217177,133.289448250483,134.38920870616,134.635679361037,135.513484851791,134.974709371686,136.53906910756,133.343220121379,134.167562322873,133.546865315443,135.538967151633,135.259112672575,135.91871906565,134.733349410961,136.131426921388,137.005927842952,137.970963202405,138.125739073697,137.220569081038,137.128040912827,137.241235381389,137.382065412296,136.678929432028,137.608018029705,136.469249014426,136.363019838718,137.472862869351,138.40462302548,138.710462322385,137.535555079169,136.969007429196,135.955956853038,138.529065152704,138.567350687907,138.331077797545,138.781176510069,137.830095347544,137.395880820537,139.27953608577,138.206802106929,138.186410820633,137.588390773211,135.995765630323,136.627863693537,137.638826150784,134.79746985972,132.8171196309,134.059155024098,134.525438503357,134.295854344629,133.395975988191,136.47460917872,134.693397164487,135.548945913703,135.230521289587,135.401095865942,135.636208442626,133.453261150453,134.966326873057,134.661430476582,135.75706018597,134.888519685553,134.323296628272,135.026791654115,136.733510308778,133.69156247553,136.047163194884,135.468617656151,135.77436119439,135.55032788348,135.023313884921,135.878190240728,133.718218102885,133.981073848073,134.205822137833
"sub9",136.365283669485,134.157833401517,134.803710411717,136.555359921193,132.966068545539,135.977997888821,135.699974313257,136.055617531886,134.444285233853,134.29936712118,134.799025594588,135.702771156743,134.372420548216,136.613564407586,134.526206449538,134.889252765063,135.214787312796,134.679082370756,133.988504205898,134.021734480247,133.598519826016,134.631318838475,135.060085064788,135.330901009223,135.391702864104,134.16351464433,135.931111488986,134.33471359907,136.353944055897,136.458808319029,138.10293260606,137.665712220297,136.425634143697,137.380640188485,137.819384038672,137.154313844247,136.681986261062,138.409008086801,136.512713040762,137.00701498676,137.898239124687,138.256780868855,138.53763110371,136.400385190622,137.833967173103,138.467143680234,137.699219304466,137.603340282779,136.387481002954,138.298898814078,137.387999513731,138.330659017473,138.126361850376,137.81288536995,138.813086426497,136.714060293438,137.277389990328,136.71938275913,137.933221002495,137.088604272135,135.821208122603,136.492745298078,132.767817618116,132.920516773643,136.424510821544,135.290507041713,135.295366676057,135.270528675903,135.098201519339,135.834898920264,136.169103126156,134.801201594723,135.56415041208,134.256631206839,134.979206365819,132.946070410303,134.437481465497,134.643400688354,135.996600558062,135.230853934833,135.000656922529,134.631172429898,133.648815258631,133.89991459318,134.897060632213,134.757600563623,132.602620116547,135.94796491482,135.694992657164,134.775986540911
